ໂອນເງິນສຳເລັດ,On ngin sam let,Transfer successful,phrase
ຜິດພາດ,Phit phat,Error / Failure,noun
ລໍຖ້າການອະນຸມັດ,Lor tha gan a nu mat,Pending approval,phrase
ກວດສອບຄືນ,Guat sop kheun,Double check,verb
ຂໍ້ມູນສ່ວນຕົວ,Kho moon xuan tua,Personal info,noun
ເບີໂທລະສັບ,Ber tho la sap,Phone number,noun
ທີ່ຢູ່,Thee yuu,Address,noun
ວັນເດືອນປີເກີດ,Van deuan pee koet,Date of birth,noun
ເພດ,Phet,Gender,noun
ສັນຊາດ,San xat,Nationality,noun
ອາຊີບ,A sip,Occupation,noun
ລາຍໄດ້ສະເລ່ຍ,Lai dai sa lia,Average income,noun
ເປົ້າໝາຍການອອມ,Pao mai gan om,Savings goal,noun
ການລົງທຶນທີ່ມີຄວາມສ່ຽງ,Long thun siang,Risky investment,noun
ກຸ່ມລູກຄ້າ,Goom look kha,Customer group,noun
ສູນບໍລິການ,Soon bo ri gan,Service center,noun
ສາຍດ່ວນ,Sai duan,Hotline,noun
ສົນທະນາສົດ,Son tha na xot,Live chat,noun
ຄຳຖາມທີ່ພົບເລື້ອຍ,Kham tham phop leuay,FAQ,noun
ຂໍ້ກຳນົດແລະເງື່ອນໄຂ,Kho gam not lae ngeuan khai,Terms and conditions,noun
ນະໂຍບາຍຄວາມເປັນສ່ວນຕົວ,Na yo bai privacy,Privacy policy,noun
ການຍິນຍອມ,Gan yin nyom,Consent,noun
ອອກຈາກລະບົບ,Ok chak ra bop,Logout,verb
ເຂົ້າສູ່ລະບົບ,Khao su ra bop,Login,verb
ຈົດຈຳຂ້ອຍ,Chot cham khoy,Remember me,phrase
ລືມລະຫັດຜ່ານ,Leum ra hat phan,Forgot password,phrase
ສ້າງບັນຊີໃໝ່,Sang ban xee mai,Create new account,verb
ເຊື່ອມຕໍ່ເຟສບຸກ,Connect Facebook,Connect Facebook,verb
ຢືນຢັນຕົວຕົນ,Yeun yan tua ton,Identity verification,verb/noun
ຖ່າຍຮູບໃບໜ້າ,Thai hoop bai na,Take a selfie / face photo,verb
ອັບໂຫຼດເອກະສານ,Up lode ek ga san,Upload document,verb
ສຳເນົາບັດປະຊາຊົນ,Sam nao bat,ID card copy,noun
ສຳເລັດແລ້ວ,Sam let laew,Done / Completed,adjective
ກຳລັງດຳເນີນການ,Gam lang dam neen gan,In progress,phrase
ລົ້ມເຫຼວ,Lom hleo,Failed,adjective
ລອງໃໝ່ອີກຄັ້ງ,Long mai eek khang,Try again,verb
ກະລຸນາລໍຖ້າ,Ga lu na lor tha,Please wait,phrase
ບ່ອນວ່າງ,Bon vang,Empty space / Blank,noun
ປ້ອນຂໍ້ມູນ,Pon kho moon,Input data,verb
ຄົ້ນຫາ,Khon ha,Search,verb
ໝວດໝູ່,Muat muu,Category,noun
ຍອດນິຍົມ,Nyot ni nyom,Popular,adjective
ໃໝ່ລ່າສຸດ,Mai la soot,Latest,adjective
ແນະນຳໃຫ້ທ່ານ,Nae nam hai than,Recommended for you,phrase
ໂປຣໂມຊັນ,Promotion,Promotion,noun
ສ່ວນຫຼຸດພິເສດ,Xuan loot phi set,Special discount,noun
ຄູປອງ,Coupon,Coupon,noun
ແລກຄະແນນ,Laek kha naen,Redeem points,verb
ສະສົມແຕ້ມ,Sa som taem,Collect points,verb
ລະດັບສະມາຊິກ,Ra dap sa ma xik,Membership level,noun
ສິດທິປະໂຫຍດ,Sit thi pa nyot,Benefits / Privileges,noun
ການຈັດສົ່ງ,Gan chat song,Delivery,noun
ຕິດຕາມສະຖານະ,Tit tam sa tha na,Track status,verb
ຮອດແລ້ວ,Hot laew,Arrived,adjective
ກວດຮັບສິນຄ້າ,Guat hap sin kha,Inspect goods,verb
ຄືນສິນຄ້າ,Kheun sin kha,Return goods,verb
ຂໍເງິນຄືນ,Kho ngin kheun,Refund,verb
ໃຫ້ຄະແນນ,Hai kha naen,Rate / Give score,verb
ຣີວິວ,Review,Review,noun/verb
ຄວາມຄິດເຫັນ,Khuam khit hen,Comment / Opinion,noun
ແບ່ງປັນໃຫ້ໝູ່,Baeng pan hai moo,Share with friends,verb
ບັນທຶກໄວ້,Ban theuk vai,Save for later,verb
ລາຍການທີ່ມັກ,Lai gan thee mak,Favorite list,noun
ລົດເຂັນ,Lot khen,Cart / Trolley,noun
ຊຳລະເງິນ,Xam la ngin,Checkout / Pay,verb
ບັດຂອງຂວັນ,Bat khong khuan,Gift card,noun
ຫໍ່ຂອງຂວັນ,Hor khong khuan,Wrap gift,verb
ທີ່ຢູ່ການຈັດສົ່ງ,Thee yuu delivery,Shipping address,noun
ທີ່ຢູ່ການອອກໃບບິນ,Thee yuu billing,Billing address,noun
ວິທີການຊຳລະ,Vi thi gan xam la,Payment method,noun
ເງິນສົດປາຍທາງ,Ngin xot pai thang,Cash on delivery,noun
ຜ່ອນຊຳລະ,Phon xam la,Installment,verb
ດອກເບ້ຍສູນເປີເຊັນ,Interest zero percent,0% Interest,noun
ໄລຍະເວລາ,Lai ya ve la,Duration / Period,noun
ເລີ່ມຕົ້ນ,Loem ton,Start,verb
ສິ້ນສຸດ,Xin soot,End / Finish,verb
ຕໍ່ອາຍຸ,Tor a nyoo,Renew,verb
ຍົກເລີກການຕິດຕາມ,Yok loek follow,Unsubscribe,verb
ຕັ້ງຄ່າຄວາມປອດໄພ,Tang kha safety,Security settings,noun
ກວດສອບໄວຣັສ,Guat sop virus,Virus scan,verb
ໄຟລ໌ຂີ້ເຫຍື້ອ,File khee nyeua,Junk files,noun
ລ້າງຂໍ້ມູນ,Lang kho moon,Clear data,verb
ຄວາມຈຳເຕັມ,Khuam cham tem,Memory full,adjective
ສຳຮອງຂໍ້ມູນ,Sam hong kho moon,Back up data,verb
ກູ້ຄືນ,Goo kheun,Restore / Recover,verb
ອັບເດດລະບົບ,Update ra bop,System update,verb
ເວີຊັນໃໝ່,Version mai,New version,noun
ມີຫຍັງໃໝ່,Mee nyang mai,What's new,phrase
ແກ້ໄຂບັກ,Gae khai bug,Fix bug,verb
ເພີ່ມປະສິດທິພາບ,Phurm pa sit thi phap,Optimize,verb
ຄວາມໄວ,Khuam vai,Speed,noun
ຄວາມໝັ້ນຄົງ,Khuam man khong,Stability,noun
ຄວາມເຂົ້າກັນໄດ້,Khuam khao gan dai,Compatibility,noun
ຮອງຮັບ,Hong hap,Support / Compatible,verb
ການຕັ້ງຄ່າຂັ້ນສູງ,Advanced settings,Advanced settings,noun
ໂໝດກາງຄືນ,Night mode,Night mode,noun
ຄວາມສະຫວ່າງ,Khuam sa vang,Brightness,noun
ລະດັບສຽງ,Ra dap siang,Volume level,noun
ສັ່ນ,San,Vibrate,verb
ງຽບ,Ngiap,Silent,adjective
ຫ້າມລົບກວນ,Ham lop kuan,Do not disturb,phrase
ການຊ່ວຍເຫຼືອ,Gan xuay hleu,Help / Support,noun
ຕິດຕໍ່ພວກເຮົາ,Tit tor phuak hao,Contact us,verb
ກ່ຽວກັບພວກເຮົາ,Giao gap phuak hao,About us,phrase
ສະຖານທີ່,Sa tha na thee,Location,noun
ແຜນທີ່ກູເກີນ,Google Map,Google Map,noun
ຄົ້ນຫາໃກ້ຄຽງ,Khon ha gai khiang,Search nearby,verb
ໄລຍະທາງ,Lai ya thang,Distance,noun
ເວລາເດີນທາງ,Ve la deun thang,Travel time,noun
ການຈະລາຈອນ,Gan cha la chon,Traffic,noun
ລົດຕິດ,Lot tit,Traffic jam,noun
ທາງລັດ,Thang lat,Shortcut,noun
ທາງດ່ວນ,Thang duan,Expressway,noun
ຄ່າຜ່ານທາງ,Kha phan thang,Toll fee,noun
ປ້ຳນ້ຳມັນ,Pam nam man,Gas station,noun
ບ່ອນຊາດລົດໄຟຟ້າ,Charging station,EV charger,noun
ຫ້ອງນ້ຳສາທາລະນະ,Hong nam,Public toilet,noun
ບ່ອນຈອດລົດ,Bon chot lot,Parking,noun
ເຕັມແລ້ວ,Tem laew,Full,adjective
ຍັງວ່າງ,Nyang vang,Available / Vacant,adjective
ຈອງລ່ວງໜ້າ,Xong luang na,Pre-book,verb
ຍົກເລີກການຈອງ,Yok loek xong,Cancel booking,verb
ຄືນເງິນມັດຈຳ,Kheun ngin mat cham,Refund deposit,verb
ໃບຢັ້ງຢືນ,Bai nyang yeun,Certificate / Voucher,noun
ສະແດງຕໍ່ພະນັກງານ,Sa daeng tor pha nak ngan,Show to staff,verb
ບໍ່ສາມາດໃຊ້ໄດ້,Bor xa mat xai dai,Unavailable,adjective
ໝົດອາຍຸ,Mot a nyoo,Expired,adjective
ຖືກຕ້ອງ,Theuk tong,Valid / Correct,adjective
ບໍ່ຖືກຕ້ອງ,Bor theuk tong,Invalid / Incorrect,adjective
ກະລຸນາກວດສອບ,Ga lu na guat sop,Please check,phrase
ຂໍອະໄພ,Kho a phai,Apologies,phrase
ຄວາມບໍ່ສະດວກ,Khuam bor sa duak,Inconvenience,noun
ຄຳຕິຊົມ,Kham ti xom,Feedback,noun
ການປັບປຸງ,Gan pap poong,Improvement,noun
ຂອບໃຈທີ່ໃຊ້ບໍລິການ,Khop chai xai bo ri gan,Thanks for using our service,phrase
ມາໃໝ່,Ma mai,Come again,phrase
ຍິນດີຕ້ອນຮັບ,Yin dee ton hap,Welcome,phrase
ເຊີນທາງນີ້,Seun thang nee,This way please,phrase
ນັ່ງລໍຖ້າ,Nang lor tha,Sit and wait,verb
ບັດຄິວ,Bat queue,Queue ticket,noun
ຮອດຄິວຂອງທ່ານແລ້ວ,Hot queue than laew,It's your turn,phrase
ຕິດຕໍ່ຊ່ອງບໍລິການ,Tit tor xong bo ri gan,Contact service counter,verb
ພະນັກງານຈະຊ່ວຍທ່ານ,Pha nak ngan xuay than,Staff will help you,phrase
ລາຍເຊັນ,Lai xen,Signature,noun
ປະທັບຕາ,Pa thap ta,Stamp / Seal,verb
ເອກະສານສຳຄັນ,Ek ga san sam khan,Important document,noun
ຕົ້ນສະບັບ,Ton sa bap,Original copy,noun
ສຳເນົາ,Sam nao,Copy / Duplicate,noun
ຂີດຂ້າ,Kheet kha,Cross out,verb
ແກ້ໄຂຂໍ້ມູນ,Gae khai kho moon,Edit info,verb
ຖືກຕ້ອງຕາມກົດໝາຍ,Theuk tong got mai,Legal,adjective
ຜິດກົດໝາຍ,Phit got mai,Illegal,adjective
ແຈ້ງຕຳຫຼວດ,Chaeng tam luat,Report to police,verb
ຂອງຫາຍ,Khong hai,Lost property,noun
ພົບເຫັນ,Phop hen,Found,verb
ປະກາດຫາເຈົ້າຂອງ,Pa gat ha chao khong,Look for owner,verb
ລາງວັນຕອບແທນ,Lang van top thaen,Reward,noun
ຄວາມຊື່ສັດ,Khuam seu sat,Honesty,noun
ຄົນດີ,Khon dee,Good person,noun
ຊ່ວຍເຫຼືອສັງຄົມ,Xuay hleu sang khom,Help society,verb
ອາສາສະໝັກ,A xa xa moot,Volunteer,noun
ການບໍລິຈາກ,Gan bo ri chak,Donation,noun
ເງິນສົດ,Ngin xot,Cash,noun
ສິ່ງຂອງ,Sing khong,Things / Items,noun
ແບ່ງປັນ,Baeng pan,Share,verb
ຄວາມຮັກ,Khuam huk,Love,noun
ຄວາມເມດຕາ,Khuam met ta,Kindness,noun
ຄວາມສາມັກຄີ,Khuam sa mak khee,Unity,noun
ຄວາມສະຫງົບ,Khuam xa ngop,Peace,noun
ຄວາມສຸກ,Khuam suk,Happiness,noun
ຄວາມຫວັງ,Khuam vang,Hope,noun
ອະນາຄົດ,A na khot,Future,noun
ຊີວິດໃໝ່,Xee vit mai,New life,noun
ການເລີ່ມຕົ້ນ,Gan loem ton,The beginning,noun
ຄວາມສຳເລັດ,Khuam sam let,Success,noun
ຄວາມພະຍາຍາມ,Khuam pha nya yam,Effort,noun
ຄວາມອົດທົນ,Khuam ot thon,Patience,noun
ຄວາມກ້າຫານ,Khuam ga han,Bravery,noun
ຄວາມໝັ້ນໃຈ,Khuam man chai,Confidence,noun
ການຮຽນຮູ້,Gan hian roo,Learning,noun
ປະສົບການ,Pa xop gan,Experience,noun
ຄວາມຮູ້,Khuam roo,Knowledge,noun
ສະຕິປັນຍາ,Sa ti pan nya,Wisdom,noun
ຄວາມຈິງ,Khuam ching,Truth,noun
ຍຸດຕິທຳ,Yu ti tham,Justice,noun
ເສລີພາບ,Se lee phap,Freedom,noun
ປະຊາທິປະໄຕ,Pa xa thi pa tai,Democracy,noun
ສິດທິມະນຸດ,Sit thi ma noot,Human rights,noun
ຄວາມສະເໝີພາບ,Khuam sa mur phap,Equality,noun
ໂລກາພິວັດ,Lo ga phi vat,Globalization,noun
ເຕັກໂນໂລຊີ,Tek no lo xee,Technology,noun
ນະວັດຕະກຳ,Na vat ta gam,Innovation,noun
ການປ່ຽນແປງ,Gan pian paeng,Change,noun
ການພັດທະນາ,Gan phat tha na,Development,noun
ຄວາມຍືນຍົງ,Khuam yeun yong,Sustainability,noun
ສິ່ງແວດລ້ອມ,Sing vaet lom,Environment,noun
ທຳມະຊາດ,Tham ma xat,Nature,noun
ການອະນຸລັກ,Gan a nu lak,Conservation,noun
ໂລກຮ້ອນ,Lok hon,Global warming,noun
ພະລັງງານສະອາດ,Pha lang ngan sa at,Clean energy,noun
ຂີ້ເຫຍື້ອ,Khee nyeua,Garbage,noun
ມົນລະພິດ,Mon la phit,Pollution,noun
ສຸຂະພາບ,Suk ha phap,Health,noun
ຮ່າງກາຍ,Hang gai,Body,noun
ຈິດໃຈ,Chit chai,Mind / Spirit,noun
ອາຫານດີ,A han dee,Good food,noun
ອອກກຳລັງກາຍ,Ok gam lang gai,Exercise,verb
ພັກຜ່ອນ,Phak phon,Rest,verb
ນອນຫຼັບ,Non hlap,Sleep,verb
ຄວາມຝັນ,Khuam fan,Dream,noun
ຄວາມຈິງ,Khuam ching,Reality,noun
ເວລາ,Ve la,Time,noun
ວິນາທີ,Vi na thee,Second,noun
ນາທີ,Na thee,Minute,noun
ຊົ່ວໂມງ,Xua mong,Hour,noun
ມື້,Meu,Day,noun
ອາທິດ,A thit,Week,noun
ເດືອນ,Deuan,Month,noun
ປີ,Pee,Year,noun
ຕອນເຊົ້າ,Ton xao,Morning,noun
ຕອນທ່ຽງ,Ton thiang,Noon,noun
ຕອນແລງ,Ton laeng,Evening,noun
ຕອນກາງຄືນ,Ton gang kheun,Night,noun
ມື້ນີ້,Meu nee,Today,noun
ມື້ອື່ນ,Meu eun,Tomorrow,noun
ມື້ວານນີ້,Meu van nee,Yesterday,noun
ອາທິດໜ້າ,A thit na,Next week,noun
ເດືອນກ່ອນ,Deuan kon,Last month,noun
ປີໃໝ່,Pee mai,New year,noun
ວັດທະນະທຳ,Wat tha na tham,Culture,noun
ປະເພນີ,Pa phe nee,Tradition,noun
ພາສາລາວ,Pha sa Lao,Lao language,noun
ຕົວອັກສອນ,Tua ak xon,Alphabet / Character,noun
ການອ່ານ,Gan an,Reading,noun
ການຂຽນ,Gan khian,Writing,noun
ການເວົ້າ,Gan vao,Speaking,noun
ການຟັງ,Gan fang,Listening,noun
ຄວາມເຂົ້າໃຈ,Khuam khao jai,Understanding,noun
ມິດຕະພາບ,Mit ta phap,Friendship,noun
ຄອບຄົວ,Khop khua,Family,noun
ຄວາມຮັກ,Khuam huk,Love,noun
ຄວາມຜູກພັນ,Khuam phook phan,Bond / Connection,noun
ການແບ່ງປັນ,Baeng pan,Sharing,noun
ການຊ່ວຍເຫຼືອ,Xuay hleu,Helping,noun
ຄວາມກະຕັນຍູ,Ga tan nyoo,Gratitude,noun
ສິນລະທຳ,Sin la tham,Morality,noun
ຄວາມດີ,Khuam dee,Goodness,noun
ຄວາມງາມ,Khuam ngam,Beauty,noun
ສິລະປະ,Sin la pa,Art,noun
ດົນຕີ,Don tee,Music,noun
ເພງ,Pheng,Song,noun
ການເຕັ້ນ,Gan ten,Dancing,noun
ຮູບເງົາ,Hoop ngao,Movie,noun
ກິລາ,Gi la,Sport,noun
ການທ່ອງທ່ຽວ,Gan thong thiao,Tourism,noun
ການເດີນທາງ,Gan deun thang,Journey,noun
ໂລກ,Lok,World,noun
ປະເທດ,Pa thet,Country,noun
ເມືອງ,Meuang,City / Town,noun
ບ້ານ,Ban,Village / Home,noun
ທ້ອງຟ້າ,Thong fa,Sky,noun
ແສງຕາເວັນ,Saeng ta ven,Sunlight,noun
ດວງຈັນ,Duang chan,Moon,noun
ດາວ,Dao,Star,noun
ເມກ,Mek,Cloud,noun
ຝົນ,Fon,Rain,noun
ລົມ,Lom,Wind,noun
ພູເຂົາ,Phoo khao,Mountain,noun
ແມ່ນ້ຳ,Mae nam,River,noun
ທະເລ,Tha lae,Sea,noun
ປ່າໄມ້,Pa mai,Forest,noun
ຕົ້ນໄມ້,Ton mai,Tree,noun
ດອກໄມ້,Dok mai,Flower,noun
ສັດ,Sat,Animal,noun
ນົກ,Nok,Bird,noun
ປາ,Pa,Fish,noun
ແມງໄມ້,Maeng mai,Insect,noun
ຊີວິດ,Xee vit,Life,noun
ຄວາມຕາຍ,Khuam tai,Death,noun
